X,Y,Name,description,Longitude__X_,Latitude__Y_
-8.5306,37.1155,Praia da Rocha,Longitude (X): -8.5306<br>Latitude (Y): 37.1155,-8.5306,37.1155
-8.9723,39.87476,Praia da Vieira,Longitude (X): -8.9723<br>Latitude (Y): 39.87476,-8.9723,39.87476
-9.21465,38.4237,Praia das Bicas,Longitude (X): -9.21465<br>Latitude (Y): 38.4237,-9.21465,38.4237
-9.46961,38.82562,Praia das Maçãs,Longitude (X): -9.46961<br>Latitude (Y): 38.82562,-9.46961,38.82562
-7.45493,37.17765,Praia de Monte Gordo,Longitude (X): -7.45493<br>Latitude (Y): 37.17765,-7.45493,37.17765
-9.24251,38.64624,Praia do CDS,Longitude (X): -9.24251<br>Latitude (Y): 38.64624,-9.24251,38.64624
-9.08331,39.6093,Praia do Norte,Longitude (X): -9.08331<br>Latitude (Y): 39.6093,-9.08331,39.6093
-8.678315,41.152134,Praia dos Ingleses,Longitude (X): -8.678315<br>Latitude (Y): 41.152134,-8.678315,41.152134
-9.47659,38.81517,Praia Grande,Longitude (X): -9.47659<br>Latitude (Y): 38.81517,-9.47659,38.81517
-9.33848,39.37219,Prainha,Longitude (X): -9.33848<br>Latitude (Y): 39.37219,-9.33848,39.37219
-25.58743,37.81426,Rabo de Peixe,Longitude (X): -25.58743<br>Latitude (Y): 37.81426,-25.58743,37.81426
-9.42194,38.98248,Reef,Longitude (X): -9.42194<br>Latitude (Y): 38.98248,-9.42194,38.98248
-8.00534,37.01357,Ria Formosa,Longitude (X): -8.00534<br>Latitude (Y): 37.01357,-8.00534,37.01357
-9.41901,38.98775,Ribeira d'Ilhas,Longitude (X): -9.41901<br>Latitude (Y): 38.98775,-9.41901,38.98775
-17.149897,32.851348,Ribeira das Janelas,Longitude (X): -17.149897<br>Latitude (Y): 32.851348,-17.149897,32.851348
-25.304438,37.731722,Ribeira Quente,Longitude (X): -25.304438<br>Latitude (Y): 37.731722,-25.304438,37.731722
-8.94011,37.00549,Sagres,Longitude (X): -8.94011<br>Latitude (Y): 37.00549,-8.94011,37.00549
-8.66332,41.11289,Salgueiros,Longitude (X): -8.66332<br>Latitude (Y): 41.11289,-8.66332,41.11289
-25.7126,37.87963,Santa Bárbara,Longitude (X): -25.7126<br>Latitude (Y): 37.87963,-25.7126,37.87963
-27.04885,38.70693,Santa Catarina,Longitude (X): -27.04885<br>Latitude (Y): 38.70693,-27.04885,38.70693
-9.378494,39.140126,Santa Cruz,Longitude (X): -9.378494<br>Latitude (Y): 39.140126,-9.378494,39.140126
-9.31165,38.68512,Santo Amaro,Longitude (X): -9.31165<br>Latitude (Y): 38.68512,-9.31165,38.68512
-9.41991,38.93198,São Julião,Longitude (X): -9.41991<br>Latitude (Y): 38.93198,-9.41991,38.93198
-9.42144,39.01189,São Lourenço,Longitude (X): -9.42144<br>Latitude (Y): 39.01189,-9.42144,39.01189
-9.032312,39.755465,São Pedro de Moel,Longitude (X): -9.032312<br>Latitude (Y): 39.755465,-9.032312,39.755465
-8.805253,37.922841,São Torpes,Longitude (X): -8.805253<br>Latitude (Y): 37.922841,-8.805253,37.922841
-9.099134,38.442441,Sesimbra,Longitude (X): -9.099134<br>Latitude (Y): 38.442441,-9.099134,38.442441
-8.866925,37.954045,Sines,Longitude (X): -8.866925<br>Latitude (Y): 37.954045,-8.866925,37.954045
-9.361212,39.341865,Supertubos,Longitude (X): -9.361212<br>Latitude (Y): 39.341865,-9.361212,39.341865
-7.62089,37.11216,Tavira,Longitude (X): -7.62089<br>Latitude (Y): 37.11216,-7.62089,37.11216
-8.948,37.00725,Tonel,Longitude (X): -8.948<br>Latitude (Y): 37.00725,-8.948,37.00725
-8.90208,38.48408,Tróia,Longitude (X): -8.90208<br>Latitude (Y): 38.48408,-8.90208,38.48408
-8.8693,37.2474,Vale Figueiras,Longitude (X): -8.8693<br>Latitude (Y): 37.2474,-8.8693,37.2474
-25.43851,37.71368,Vila Franca do Campo,Longitude (X): -25.43851<br>Latitude (Y): 37.71368,-25.43851,37.71368
-8.790498,37.718826,Vila Nova de Milfontes,Longitude (X): -8.790498<br>Latitude (Y): 37.718826,-8.790498,37.718826
-8.86426,41.81135,Vila Praia de Âncora,Longitude (X): -8.86426<br>Latitude (Y): 41.81135,-8.86426,41.81135
-8.78673,37.52235,Zambujeira do Mar,Longitude (X): -8.78673<br>Latitude (Y): 37.52235,-8.78673,37.52235
-8.87168,37.04653,Zavial,Longitude (X): -8.87168<br>Latitude (Y): 37.04653,-8.87168,37.04653
-67.2521,18.37198,Antonio's,Longitude (X): -67.2521<br>Latitude (Y): 18.37198,-67.2521,18.37198
-65.95713,18.45119,Aviones,Longitude (X): -65.95713<br>Latitude (Y): 18.45119,-65.95713,18.45119
-67.155573,18.426499,Bridges,Longitude (X): -67.155573<br>Latitude (Y): 18.426499,-67.155573,18.426499
-65.96723,18.45394,Chatarra,Longitude (X): -65.96723<br>Latitude (Y): 18.45394,-65.96723,18.45394
-67.1644,18.45862,Crash Boat,Longitude (X): -67.1644<br>Latitude (Y): 18.45862,-67.1644,18.45862
-67.26974,18.36551,Domes,Longitude (X): -67.26974<br>Latitude (Y): 18.36551,-67.26974,18.36551
-67.165808,18.460664,Gas Chambers,Longitude (X): -67.165808<br>Latitude (Y): 18.460664,-67.165808,18.460664
-66.95538,18.48879,Guajataca,Longitude (X): -66.95538<br>Latitude (Y): 18.48879,-66.95538,18.48879
-65.96236,17.973266,Inches,Longitude (X): -65.96236<br>Latitude (Y): 17.973266,-65.96236,17.973266
-67.27071,18.36086,Indicators,Longitude (X): -67.27071<br>Latitude (Y): 18.36086,-67.27071,18.36086
-67.076262,18.513526,Playa Jobos,Longitude (X): -67.076262<br>Latitude (Y): 18.513526,-67.076262,18.513526
-66.09502,18.46622,La Ocho,Longitude (X): -66.09502<br>Latitude (Y): 18.46622,-66.09502,18.46622
-65.71539,18.37729,La Pared,Longitude (X): -65.71539<br>Latitude (Y): 18.37729,-65.71539,18.37729
-65.67182,18.36225,La Selva,Longitude (X): -65.67182<br>Latitude (Y): 18.36225,-65.67182,18.36225
-67.26016,18.343971,Little Malibu,Longitude (X): -67.26016<br>Latitude (Y): 18.343971,-67.26016,18.343971
-66.44833,18.47183,Los Tubos,Longitude (X): -66.44833<br>Latitude (Y): 18.47183,-66.44833,18.47183
-66.72997,18.47471,Margara,Longitude (X): -66.72997<br>Latitude (Y): 18.47471,-66.72997,18.47471
-67.269625,18.358018,Maria's,Longitude (X): -67.269625<br>Latitude (Y): 18.358018,-67.269625,18.358018
-67.03936,18.51274,Middles,Longitude (X): -67.03936<br>Latitude (Y): 18.51274,-67.03936,18.51274
-67.259382,18.370601,Parking Lots,Longitude (X): -67.259382<br>Latitude (Y): 18.370601,-67.259382,18.370601
-66.01028,18.44395,Pine Grove,Longitude (X): -66.01028<br>Latitude (Y): 18.44395,-66.01028,18.44395
-67.26108,18.36994,Pools,Longitude (X): -67.26108<br>Latitude (Y): 18.36994,-67.26108,18.36994
-66.07414,18.45877,San Juan,Longitude (X): -66.07414<br>Latitude (Y): 18.45877,-66.07414,18.45877
-67.25839,18.37063,Sandy Beach,Longitude (X): -67.25839<br>Latitude (Y): 18.37063,-67.25839,18.37063
-67.14044,18.50585,Surfer's Beach,Longitude (X): -67.14044<br>Latitude (Y): 18.50585,-67.14044,18.50585
-67.13813,18.50749,Table Top,Longitude (X): -67.13813<br>Latitude (Y): 18.50749,-67.13813,18.50749
-67.2703,18.35938,The Point,Longitude (X): -67.2703<br>Latitude (Y): 18.35938,-67.2703,18.35938
-65.95588,18.45084,Tocones,Longitude (X): -65.95588<br>Latitude (Y): 18.45084,-65.95588,18.45084
-67.26706,18.35292,Tres Palmas,Longitude (X): -67.26706<br>Latitude (Y): 18.35292,-67.26706,18.35292
-67.16653,18.48402,Wilderness,Longitude (X): -67.16653<br>Latitude (Y): 18.48402,-67.16653,18.48402
-67.16889,18.47226,Wishing Well,Longitude (X): -67.16889<br>Latitude (Y): 18.47226,-67.16889,18.47226
131.96301,43.07172,Patrokl,Longitude (X): 131.96301<br>Latitude (Y): 43.07172,131.96301,43.07172
131.73855,42.951,Popov Island,Longitude (X): 131.73855<br>Latitude (Y): 42.951,131.73855,42.951
132.01223,43.11484,Shitovaya,Longitude (X): 132.01223<br>Latitude (Y): 43.11484,132.01223,43.11484
39.73291,43.56836,Sochi,Longitude (X): 39.73291<br>Latitude (Y): 43.56836,39.73291,43.56836
131.94111,43.07219,Uliss,Longitude (X): 131.94111<br>Latitude (Y): 43.07219,131.94111,43.07219
24.83278,-34.16253,Anne Avenue,Longitude (X): 24.83278<br>Latitude (Y): -34.16253,24.83278,-34.16253
31.01922,-29.92419,Ansteys,Longitude (X): 31.01922<br>Latitude (Y): -29.92419,31.01922,-29.92419
25.670797,-33.983717,Avalanche,Longitude (X): 25.670797<br>Latitude (Y): -33.983717,25.670797,-33.983717
25.655675,-33.979237,Baked Beans,Longitude (X): 25.655675<br>Latitude (Y): -33.979237,25.655675,-33.979237
31.22306,-29.53377,Ballito,Longitude (X): 31.22306<br>Latitude (Y): -29.53377,31.22306,-29.53377
18.90517,-34.3591,Betty's Bay,Longitude (X): 18.90517<br>Latitude (Y): -34.3591,18.90517,-34.3591
22.97748,-34.09,Buffels Bay,Longitude (X): 22.97748<br>Latitude (Y): -34.09,22.97748,-34.09
24.83781,-34.17329,Cape St Francis,Longitude (X): 24.83781<br>Latitude (Y): -34.17329,24.83781,-34.17329
18.39523,-33.90688,Cape Town,Longitude (X): 18.39523<br>Latitude (Y): -33.90688,18.39523,-33.90688
31.0514,-29.88825,Cave Rock,Longitude (X): 31.0514<br>Latitude (Y): -29.88825,31.0514,-29.88825
25.6719,-33.98524,Clubhouse,Longitude (X): 25.6719<br>Latitude (Y): -33.98524,25.6719,-33.98524
29.16853,-31.96605,Coffee Bay,Longitude (X): 29.16853<br>Latitude (Y): -31.96605,29.16853,-31.96605
25.649184,-33.976357,Denvils,Longitude (X): 25.649184<br>Latitude (Y): -33.976357,25.649184,-33.976357
18.32926,-34.0584,Dungeons,Longitude (X): 18.32926<br>Latitude (Y): -34.0584,18.32926,-34.0584
18.33275,-32.31595,Elands Bay,Longitude (X): 18.33275<br>Latitude (Y): -32.31595,18.33275,-32.31595
25.64476,-33.96364,Fence,Longitude (X): 25.64476<br>Latitude (Y): -33.96364,25.64476,-33.96364
31.0889,-29.72629,Flowrider,Longitude (X): 31.0889<br>Latitude (Y): -29.72629,31.0889,-29.72629
19.25098,-34.41399,Hermanus,Longitude (X): 19.25098<br>Latitude (Y): -34.41399,19.25098,-34.41399
25.65272,-33.97829,Humewood Pier,Longitude (X): 25.65272<br>Latitude (Y): -33.97829,25.65272,-33.97829
24.93303,-34.03139,Jeffreys Bay,Longitude (X): 24.93303<br>Latitude (Y): -34.03139,24.93303,-34.03139
18.449851,-34.126433,Kalk Bay,Longitude (X): 18.449851<br>Latitude (Y): -34.126433,18.449851,-34.126433
19.00865,-34.3459,Kleinmond,Longitude (X): 19.00865<br>Latitude (Y): -34.3459,19.00865,-34.3459
18.32039,-34.14023,Kommetjie,Longitude (X): 18.32039<br>Latitude (Y): -34.14023,18.32039,-34.14023
18.33219,-34.13569,Long Beach,Longitude (X): 18.33219<br>Latitude (Y): -34.13569,18.33219,-34.13569
18.44366,-33.71848,Melkbosstrand,Longitude (X): 18.44366<br>Latitude (Y): -33.71848,18.44366,-33.71848
25.66359,-33.98198,Millers,Longitude (X): 25.66359<br>Latitude (Y): -33.98198,25.66359,-33.98198
22.151366,-34.179465,Mossel Bay,Longitude (X): 22.151366<br>Latitude (Y): -34.179465,22.151366,-34.179465
18.49,-34.09988,Muizenberg,Longitude (X): 18.49<br>Latitude (Y): -34.09988,18.49,-34.09988
27.95217,-32.99671,Nahoon Reef,Longitude (X): 27.95217<br>Latitude (Y): -32.99671,27.95217,-32.99671
31.03987,-29.85237,New Pier,Longitude (X): 31.03987<br>Latitude (Y): -29.85237,31.03987,-29.85237
31.03878,-29.84991,North Beach,Longitude (X): 31.03878<br>Latitude (Y): -29.84991,31.03878,-29.84991
18.31821,-34.14567,Outer Kom,Longitude (X): 18.31821<br>Latitude (Y): -34.14567,18.31821,-34.14567
25.67302,-33.98733,Pipe,Longitude (X): 25.67302<br>Latitude (Y): -33.98733,25.67302,-33.98733
23.3785,-34.057,Plettenberg Bay,Longitude (X): 23.3785<br>Latitude (Y): -34.057,23.3785,-34.057
26.8941,-33.6075,Port Alfred,Longitude (X): 26.8941<br>Latitude (Y): -33.6075,26.8941,-33.6075
24.8368,-34.209,Seal Point,Longitude (X): 24.8368<br>Latitude (Y): -34.209,24.8368,-34.209
25.65891,-33.9801,Shark Rock Pier,Longitude (X): 25.65891<br>Latitude (Y): -33.9801,25.65891,-33.9801
21.43643,-34.37082,Still Bay,Longitude (X): 21.43643<br>Latitude (Y): -34.37082,21.43643,-34.37082
18.82341,-34.1159,Strand,Longitude (X): 18.82341<br>Latitude (Y): -34.1159,18.82341,-34.1159
31.22605,-29.52735,Sunrise,Longitude (X): 31.22605<br>Latitude (Y): -29.52735,31.22605,-29.52735
18.33813,-34.12852,Sunset Reef,Longitude (X): 18.33813<br>Latitude (Y): -34.12852,18.33813,-34.12852
18.35255,-34.11587,The Dunes,Longitude (X): 18.35255<br>Latitude (Y): -34.11587,18.35255,-34.11587
18.35269,-34.09516,The Hoek,Longitude (X): 18.35269<br>Latitude (Y): -34.09516,18.35269,-34.09516
31.11578,-29.67482,Umdloti,Longitude (X): 31.11578<br>Latitude (Y): -29.67482,31.11578,-29.67482
22.54898,-34.00447,Victoria Bay,Longitude (X): 22.54898<br>Latitude (Y): -34.00447,22.54898,-34.00447
30.86832,-30.0841,Warner Beach,Longitude (X): 30.86832<br>Latitude (Y): -30.0841,30.86832,-30.0841
31.04041,-29.85429,Wedge,Longitude (X): 31.04041<br>Latitude (Y): -29.85429,31.04041,-29.85429
31.17029,-29.59354,Westbrook,Longitude (X): 31.17029<br>Latitude (Y): -29.59354,31.17029,-29.59354
22.57958,-33.99543,Wilderness,Longitude (X): 22.57958<br>Latitude (Y): -33.99543,22.57958,-33.99543
18.16222,-33.36566,Yzerfontein,Longitude (X): 18.16222<br>Latitude (Y): -33.36566,18.16222,-33.36566
-8.97065,42.74047,Aguieira,Longitude (X): -8.97065<br>Latitude (Y): 42.74047,-8.97065,42.74047
-4.70874,43.41032,Andrín,Longitude (X): -4.70874<br>Latitude (Y): 43.41032,-4.70874,43.41032
-3.32272,43.39936,Arenillas,Longitude (X): -3.32272<br>Latitude (Y): 43.39936,-3.32272,43.39936
-2.80442,43.43057,Bakio,Longitude (X): -2.80442<br>Latitude (Y): 43.43057,-2.80442,43.43057
-5.91963,36.18665,Barbate,Longitude (X): -5.91963<br>Latitude (Y): 36.18665,-5.91963,36.18665
-3.46636,43.46369,Berria,Longitude (X): -3.46636<br>Latitude (Y): 43.46369,-3.46636,43.46369
-6.30579,36.52988,Cádiz,Longitude (X): -6.30579<br>Latitude (Y): 36.52988,-6.30579,36.52988
-8.21543,43.58311,Campelo,Longitude (X): -8.21543<br>Latitude (Y): 43.58311,-8.21543,43.58311
-6.09475,36.27633,Conil de la Frontera,Longitude (X): -6.09475<br>Latitude (Y): 36.27633,-6.09475,36.27633
-3.4907,43.4698,El Brusco,Longitude (X): -3.4907<br>Latitude (Y): 43.4698,-3.4907,43.4698
-16.567571,28.029604,El Confital,Longitude (X): -16.567571<br>Latitude (Y): 28.029604,-16.567571,28.029604
-15.65382,28.16511,El Frontón,Longitude (X): -15.65382<br>Latitude (Y): 28.16511,-15.65382,28.16511
-5.65583,43.54128,El Mongol,Longitude (X): -5.65583<br>Latitude (Y): 43.54128,-5.65583,43.54128
-3.78779,43.47746,El Sardinero,Longitude (X): -3.78779<br>Latitude (Y): 43.47746,-3.78779,43.47746
-7.2494,43.5728,Foz,Longitude (X): -7.2494<br>Latitude (Y): 43.5728,-7.2494,43.5728
-2.20599,43.30366,Gaztetape,Longitude (X): -2.20599<br>Latitude (Y): 43.30366,-2.20599,43.30366
-3.01849,43.35559,Getxo,Longitude (X): -3.01849<br>Latitude (Y): 43.35559,-3.01849,43.35559
-1.7959,43.37893,Hondarribia,Longitude (X): -1.7959<br>Latitude (Y): 43.37893,-1.7959,43.37893
-3.73038,43.47044,Isla de Santa Marina,Longitude (X): -3.73038<br>Latitude (Y): 43.47044,-3.73038,43.47044
-3.00297,43.38369,La Salbaje,Longitude (X): -3.00297<br>Latitude (Y): 43.38369,-3.00297,43.38369
-3.43339,43.41303,Laredo,Longitude (X): -3.43339<br>Latitude (Y): 43.41303,-3.43339,43.41303
-9.12469,42.77205,Lariño,Longitude (X): -9.12469<br>Latitude (Y): 42.77205,-9.12469,42.77205
-14.43909,28.0694,Las Salinas,Longitude (X): -14.43909<br>Latitude (Y): 28.0694,-14.43909,28.0694
-4.04711,43.43856,Los Locos,Longitude (X): -4.04711<br>Latitude (Y): 43.43856,-4.04711,43.43856
-16.5072,28.422808,Los Patos,Longitude (X): -16.5072<br>Latitude (Y): 28.422808,-16.5072,28.422808
-6.06486,43.56534,Los Quebrantos,Longitude (X): -6.06486<br>Latitude (Y): 43.56534,-6.06486,43.56534
-9.10188,42.75653,Louro,Longitude (X): -9.10188<br>Latitude (Y): 42.75653,-9.10188,42.75653
-2.98557,43.39526,Meñakoz,Longitude (X): -2.98557<br>Latitude (Y): 43.39526,-2.98557,43.39526
-5.49398,43.54389,Merón,Longitude (X): -5.49398<br>Latitude (Y): 43.54389,-5.49398,43.54389
-2.696739,43.407727,Mundaka,Longitude (X): -2.696739<br>Latitude (Y): 43.407727,-2.696739,43.407727
-9.2626,43.01001,Nemiña,Longitude (X): -9.2626<br>Latitude (Y): 43.01001,-9.2626,43.01001
-2.00061,43.31595,Ondarreta,Longitude (X): -2.00061<br>Latitude (Y): 43.31595,-2.00061,43.31595
-2.12727,43.28831,Orio,Longitude (X): -2.12727<br>Latitude (Y): 43.28831,-2.12727,43.28831
-2.24279,43.303402,Orrua,Longitude (X): -2.24279<br>Latitude (Y): 43.303402,-2.24279,43.303402
-4.3304,43.39006,Oyambre,Longitude (X): -4.3304<br>Latitude (Y): 43.39006,-4.3304,43.39006
-8.11105,43.63994,Pantín,Longitude (X): -8.11105<br>Latitude (Y): 43.63994,-8.11105,43.63994
-8.82604,42.1542,Patos,Longitude (X): -8.82604<br>Latitude (Y): 42.1542,-8.82604,42.1542
-6.9956,43.5525,Peñarronda,Longitude (X): -6.9956<br>Latitude (Y): 43.5525,-6.9956,43.5525
-8.15308,43.61472,Playa A Frouxeira,Longitude (X): -8.15308<br>Latitude (Y): 43.61472,-8.15308,43.61472
-1.98597,43.31802,Playa de La Concha,Longitude (X): -1.98597<br>Latitude (Y): 43.31802,-1.98597,43.31802
-4.02283,43.44243,Playa de Los Caballos,Longitude (X): -4.02283<br>Latitude (Y): 43.44243,-4.02283,43.44243
-4.3819,43.39002,Playa de Merón,Longitude (X): -4.3819<br>Latitude (Y): 43.39002,-4.3819,43.39002
-9.05063,43.18838,Playa de Traba,Longitude (X): -9.05063<br>Latitude (Y): 43.18838,-9.05063,43.18838
-15.433715,28.158475,Punta del Confital,Longitude (X): -15.433715<br>Latitude (Y): 28.158475,-15.433715,28.158475
-8.70942,43.28937,Razo,Longitude (X): -8.70942<br>Latitude (Y): 43.28937,-8.70942,43.28937
-5.37777,43.53351,Rodiles,Longitude (X): -5.37777<br>Latitude (Y): 43.53351,-5.37777,43.53351
-8.504851,43.32932,Sabón,Longitude (X): -8.504851<br>Latitude (Y): 43.32932,-8.504851,43.32932
-5.9455,43.58414,Salinas,Longitude (X): -5.9455<br>Latitude (Y): 43.58414,-5.9455,43.58414
-8.29028,43.55562,Santa Comba,Longitude (X): -8.29028<br>Latitude (Y): 43.55562,-8.29028,43.55562
-3.74437,43.4567,Somo,Longitude (X): -3.74437<br>Latitude (Y): 43.4567,-3.74437,43.4567
-2.99587,43.38806,Sopelana,Longitude (X): -2.99587<br>Latitude (Y): 43.38806,-2.99587,43.38806
-6.94886,43.56889,Tapia de Casariego,Longitude (X): -6.94886<br>Latitude (Y): 43.56889,-6.94886,43.56889
-5.87655,43.62589,Verdicio,Longitude (X): -5.87655<br>Latitude (Y): 43.62589,-5.87655,43.62589
-5.72128,43.57006,Xivares,Longitude (X): -5.72128<br>Latitude (Y): 43.57006,-5.72128,43.57006
-6.008401,36.184637,Yerbabuena,Longitude (X): -6.008401<br>Latitude (Y): 36.184637,-6.008401,36.184637
-2.16385,43.28829,Zarautz,Longitude (X): -2.16385<br>Latitude (Y): 43.28829,-2.16385,43.28829
-1.97235,43.32689,Zurriola,Longitude (X): -1.97235<br>Latitude (Y): 43.32689,-1.97235,43.32689
-149.58265,-17.74829,Maraa,Longitude (X): -149.58265<br>Latitude (Y): -17.74829,-149.58265,-17.74829
-149.50207,-17.76404,Papara,Longitude (X): -149.50207<br>Latitude (Y): -17.76404,-149.50207,-17.76404
-149.43005,-17.50868,Papenoo,Longitude (X): -149.43005<br>Latitude (Y): -17.50868,-149.43005,-17.50868
-149.6235,-17.6018,Taapuna,Longitude (X): -149.6235<br>Latitude (Y): -17.6018,-149.6235,-17.6018
-149.25249,-17.86617,Teahupoo,Longitude (X): -149.25249<br>Latitude (Y): -17.86617,-149.25249,-17.86617
-149.31092,-17.8008,Vairao,Longitude (X): -149.31092<br>Latitude (Y): -17.8008,-149.31092,-17.8008
-3.8781,50.278456,Bantham,Longitude (X): -3.8781<br>Latitude (Y): 50.278456,-3.8781,50.278456
-1.87366,50.71624,Bournemouth,Longitude (X): -1.87366<br>Latitude (Y): 50.71624,-1.87366,50.71624
-4.55067,50.831055,Bude,Longitude (X): -4.55067<br>Latitude (Y): 50.831055,-4.55067,50.831055
-4.03145,51.57001,Caswell Beach,Longitude (X): -4.03145<br>Latitude (Y): 51.57001,-4.03145,51.57001
-4.2374,51.13054,Croyde,Longitude (X): -4.2374<br>Latitude (Y): 51.13054,-4.2374,51.13054
-5.09756,50.418769,Fistral Beach,Longitude (X): -5.09756<br>Latitude (Y): 50.418769,-5.09756,50.418769
-5.06392,51.66239,Freshwater West,Longitude (X): -5.06392<br>Latitude (Y): 51.66239,-5.06392,51.66239
-4.00615,51.567717,Langland Beach,Longitude (X): -4.00615<br>Latitude (Y): 51.567717,-4.00615,51.567717
-4.29316,51.59215,Llangennith,Longitude (X): -4.29316<br>Latitude (Y): 51.59215,-4.29316,51.59215
-1.42851,55.02679,Long Sands,Longitude (X): -1.42851<br>Latitude (Y): 55.02679,-1.42851,55.02679
-5.12687,51.856917,Newgale,Longitude (X): -5.12687<br>Latitude (Y): 51.856917,-5.12687,51.856917
-2.3329,55.93142,Pease Bay,Longitude (X): -2.3329<br>Latitude (Y): 55.93142,-2.3329,55.93142
-5.1542,50.34735,Perranporth,Longitude (X): -5.1542<br>Latitude (Y): 50.34735,-5.1542,50.34735
-4.91507,50.574127,Polzeath,Longitude (X): -4.91507<br>Latitude (Y): 50.574127,-4.91507,50.574127
-5.39118,50.2271,Porth Neigwl,Longitude (X): -5.39118<br>Latitude (Y): 50.2271,-5.39118,50.2271
-5.313237,50.080749,Porthleven,Longitude (X): -5.313237<br>Latitude (Y): 50.080749,-5.313237,50.080749
-4.28039,51.560764,Rhossili Bay,Longitude (X): -4.28039<br>Latitude (Y): 51.560764,-4.28039,51.560764
-0.96912,54.586021,Saltburn,Longitude (X): -0.96912<br>Latitude (Y): 54.586021,-0.96912,54.586021
-4.22141,51.11713,Saunton Sands,Longitude (X): -4.22141<br>Latitude (Y): 51.11713,-4.22141,51.11713
-5.69701,50.07887,Sennen Cove,Longitude (X): -5.69701<br>Latitude (Y): 50.07887,-5.69701,50.07887
-5.483007,50.215082,St Ives,Longitude (X): -5.483007<br>Latitude (Y): 50.215082,-5.483007,50.215082
-5.10163,50.42503,The Cribbar,Longitude (X): -5.10163<br>Latitude (Y): 50.42503,-5.10163,50.42503
-3.51012,58.59929,Thurso East,Longitude (X): -3.51012<br>Latitude (Y): 58.59929,-3.51012,58.59929
-5.07332,50.41736,Tolcarne,Longitude (X): -5.07332<br>Latitude (Y): 50.41736,-5.07332,50.41736
-4.10094,52.58435,Tywyn,Longitude (X): -4.10094<br>Latitude (Y): 52.58435,-4.10094,52.58435
-5.042269,50.444475,Watergate Bay,Longitude (X): -5.042269<br>Latitude (Y): 50.444475,-5.042269,50.444475
-4.208628,51.170599,Woolacombe,Longitude (X): -4.208628<br>Latitude (Y): 51.170599,-4.208628,51.170599
-74.17294,39.64953,7 - 11,Longitude (X): -74.17294<br>Latitude (Y): 39.64953,-74.17294,39.64953
-73.99706,40.22787,8th Street Jetty,Longitude (X): -73.99706<br>Latitude (Y): 40.22787,-73.99706,40.22787
-158.05235,21.6641,Backdoor,Longitude (X): -158.05235<br>Latitude (Y): 21.6641,-158.05235,21.6641
-158.03766,21.68088,Backyards,Longitude (X): -158.03766<br>Latitude (Y): 21.68088,-158.03766,21.68088
-158.051236,21.665091,Pipeline,Longitude (X): -158.051236<br>Latitude (Y): 21.665091,-158.051236,21.665091
-80.160698,27.186891,Bathtub Beach,Longitude (X): -80.160698<br>Latitude (Y): 27.186891,-80.160698,27.186891
-74.01191,40.18081,Belmar,Longitude (X): -74.01191<br>Latitude (Y): 40.18081,-74.01191,40.18081
-117.25176,32.88078,Blacks Beach,Longitude (X): -117.25176<br>Latitude (Y): 32.88078,-117.25176,32.88078
-74.93145,38.92975,Broadway Beach,Longitude (X): -74.93145<br>Latitude (Y): 38.92975,-74.93145,38.92975
-124.26885,42.04446,Brookings,Longitude (X): -124.26885<br>Latitude (Y): 42.04446,-124.26885,42.04446
-123.963952,45.890083,Cannon Beach,Longitude (X): -123.963952<br>Latitude (Y): 45.890083,-123.963952,45.890083
-157.826205,21.275711,Canoes,Longitude (X): -157.826205<br>Latitude (Y): 21.275711,-157.826205,21.275711
-117.28,33.01497,Cardiff Reef,Longitude (X): -117.28<br>Latitude (Y): 33.01497,-117.28,33.01497
-74.07002,39.94215,Casino Pier,Longitude (X): -74.07002<br>Latitude (Y): 39.94215,-74.07002,39.94215
-81.002774,29.21847,Daytona Beach,Longitude (X): -81.002774<br>Latitude (Y): 29.21847,-81.002774,29.21847
-71.91702,41.03965,Ditch Plains,Longitude (X): -71.91702<br>Latitude (Y): 41.03965,-71.91702,41.03965
-118.420169,33.89999,El Porto,Longitude (X): -118.420169<br>Latitude (Y): 33.89999,-118.420169,33.89999
-118.67874,34.035426,First Point,Longitude (X): -118.67874<br>Latitude (Y): 34.035426,-118.67874,34.035426
-80.895271,29.03857,Flagler Avenue,Longitude (X): -80.895271<br>Latitude (Y): 29.03857,-80.895271,29.03857
-81.12584,29.47859,Flagler Beach,Longitude (X): -81.12584<br>Latitude (Y): 29.47859,-81.12584,29.47859
-124.13809,44.01504,Florence,Longitude (X): -124.13809<br>Latitude (Y): 44.01504,-124.13809,44.01504
-124.42831,42.4179,Gold Beach,Longitude (X): -124.42831<br>Latitude (Y): 42.4179,-124.42831,42.4179
-135.76582,57.37403,Good Rats,Longitude (X): -135.76582<br>Latitude (Y): 57.37403,-135.76582,57.37403
-158.10832,21.594,Haleiwa,Longitude (X): -158.10832<br>Latitude (Y): 21.594,-158.10832,21.594
-159.50282,22.20338,Hanalei Bay,Longitude (X): -159.50282<br>Latitude (Y): 22.20338,-159.50282,22.20338
-118.401922,33.86153,Hermosa Beach,Longitude (X): -118.401922<br>Latitude (Y): 33.86153,-118.401922,33.86153
-80.11514,27.06652,Hobe Sound Public Beach,Longitude (X): -80.11514<br>Latitude (Y): 27.06652,-80.11514,27.06652
-156.638451,21.015732,Honolua Bay,Longitude (X): -156.638451<br>Latitude (Y): 21.015732,-156.638451,21.015732
